split,idx,lex_pos,lex_neg,polarity_mismatch,polarity_mismatch_dir,irony_prob
within,98,0,0,0,,0.10311389
within,99,1,0,0,,0.19811139
within,100,0,1,1,A_joking_complaint,0.89370316
within,101,2,0,0,,0.120856956
within,102,0,0,0,,0.565235
within,103,0,1,1,A_joking_complaint,0.034519326
within,104,3,0,0,,0.104893275
within,105,2,1,0,,0.28261578
within,106,0,0,0,,0.055068895
within,107,1,1,0,,0.14907944
within,108,1,2,0,,0.05712167
within,109,2,0,0,,0.6606802
within,110,0,1,1,A_joking_complaint,0.44790825
within,111,3,1,0,,0.044465356
within,112,1,1,0,,0.034507126
within,113,3,0,0,,0.8224601
within,114,1,0,0,,0.6009775
within,115,0,0,0,,0.38131556
within,116,3,0,0,,0.07682961
within,117,2,0,0,,0.7613729
within,118,1,1,0,,0.14180996
within,119,0,0,0,,0.052580178
within,120,0,0,0,,0.6313475
within,121,0,0,0,,0.048315085
within,122,1,0,0,,0.093433715
within,123,1,0,0,,0.87633497
within,124,2,0,0,,0.28275847
within,125,1,0,0,,0.13362747
within,126,1,1,0,,0.23293316
within,127,1,0,0,,0.13938922
within,128,3,0,0,,0.32118767
within,129,0,0,0,,0.033531457
within,130,2,0,0,,0.06539881
within,131,0,0,0,,0.15024689
within,132,1,0,0,,0.9554922
within,133,0,0,0,,0.108633675
within,134,1,0,0,,0.97147524
within,135,3,0,0,,0.049883354
within,136,0,0,0,,0.40891692
within,137,1,0,0,,0.030562151
within,138,0,0,0,,0.06372948
within,139,2,1,0,,0.33435035
within,140,4,0,0,,0.04852635
within,141,1,0,0,,0.69914645
within,142,0,1,1,A_joking_complaint,0.30914533
within,143,4,0,0,,0.19068733
within,144,1,0,0,,0.17976797
within,145,0,0,0,,0.17801522
within,146,2,0,0,,0.91013974
within,147,1,0,0,,0.9374575
within,148,1,1,0,,0.38769066
within,149,1,0,0,,0.4069165
within,150,1,0,0,,0.13641538
within,151,1,1,0,,0.7272097
within,152,1,1,0,,0.13714656
within,153,4,1,0,,0.10659945
within,154,0,0,0,,0.10674805
within,155,2,0,0,,0.457801
within,156,3,0,0,,0.7043416
within,157,1,0,0,,0.23872486
within,158,1,0,0,,0.9214279
within,159,2,0,0,,0.927462
within,160,1,0,0,,0.054119207
within,161,2,0,0,,0.38792133
within,162,1,0,0,,0.13069168
within,163,0,0,0,,0.10075444
within,164,0,0,0,,0.077060804
within,165,1,0,0,,0.960103
within,166,1,0,0,,0.035056524
within,167,0,0,0,,0.05528639
within,168,1,0,0,,0.9789797
within,169,2,0,0,,0.100065246
within,170,0,0,0,,0.29496494
within,171,1,0,0,,0.2062062
within,172,2,0,0,,0.3238402
within,173,0,1,1,A_joking_complaint,0.19803466
within,174,0,0,0,,0.5988351
within,175,0,0,0,,0.3553641
within,176,3,0,0,,0.6412051
within,177,1,0,0,,0.75679266
within,178,0,0,0,,0.07886284
within,179,2,0,0,,0.075858615
within,180,2,0,0,,0.15510611
within,181,0,0,0,,0.13125506
within,182,3,2,0,,0.042097814
within,183,0,0,0,,0.28142098
within,184,0,0,0,,0.119272664
within,185,4,0,0,,0.46152225
within,186,4,0,0,,0.12967645
within,187,0,0,0,,0.054226033
within,188,1,0,0,,0.694191
within,189,2,0,0,,0.07896627
within,190,1,1,0,,0.16312106
within,191,2,0,0,,0.47251362
within,192,0,0,0,,0.09369598
within,193,0,0,0,,0.17667997
within,194,0,0,0,,0.0883228
within,195,1,0,0,,0.5737482
within,196,0,0,0,,0.22294647
within,197,0,0,0,,0.15683666
within,198,1,0,0,,0.3015817
within,199,0,1,1,A_joking_complaint,0.05789224
within,200,0,0,0,,0.061837703
within,201,2,0,0,,0.027766194
within,202,1,0,0,,0.23749062
within,203,0,0,0,,0.061613936
within,204,1,0,0,,0.08049395
within,205,0,1,1,A_joking_complaint,0.24855898
within,206,1,0,0,,0.26173854
within,207,4,0,0,,0.038680844
within,208,1,0,0,,0.866511
within,209,2,0,0,,0.6513132
within,210,2,2,0,,0.8401077
within,211,1,0,0,,0.06982764
within,212,0,3,1,A_joking_complaint,0.33355048
within,213,0,1,1,A_joking_complaint,0.82827437
within,214,1,1,0,,0.07147048
within,215,3,0,0,,0.49635163
within,216,0,1,1,A_joking_complaint,0.39646822
within,217,0,0,0,,0.95710087
within,218,0,0,0,,0.14857754
within,219,0,0,0,,0.73617375
within,220,1,0,0,,0.51413715
within,221,2,1,0,,0.9791403
within,222,0,0,0,,0.71099114
within,223,4,1,0,,0.52425116
within,224,1,4,0,,0.47954816
within,225,2,0,0,,0.05830938
within,226,2,0,0,,0.8570211
within,227,0,0,0,,0.04887283
within,228,0,0,0,,0.22204165
within,229,0,2,1,A_joking_complaint,0.47144017
within,230,0,0,0,,0.16671346
within,231,0,0,0,,0.3275815
within,232,2,0,0,,0.46178657
within,233,3,0,0,,0.76392573
within,234,1,0,0,,0.019103738
within,235,0,0,0,,0.063747
within,236,1,0,0,,0.06950889
within,237,2,0,0,,0.83269536
within,238,0,0,0,,0.35325998
within,239,1,0,0,,0.18090883
within,240,0,0,0,,0.38621914
within,241,0,0,0,,0.11194793
within,242,3,0,0,,0.42602378
within,243,2,0,0,,0.31333488
within,244,1,0,0,,0.5271704
within,245,2,0,0,,0.8762914
within,246,1,0,0,,0.87384194
within,247,0,1,1,A_joking_complaint,0.13497464
within,248,1,2,0,,0.17687087
within,249,2,2,0,,0.06394085
within,250,0,0,0,,0.05514974
within,251,1,0,0,,0.2518065
within,252,0,0,0,,0.056603156
within,253,2,0,0,,0.37619233
within,254,1,2,0,,0.48443106
within,255,0,0,0,,0.24326333
within,256,0,0,0,,0.777169
within,257,2,0,0,,0.22732903
within,258,0,0,0,,0.054537207
within,259,0,1,1,A_joking_complaint,0.024997927
within,260,1,0,0,,0.23755407
within,261,0,0,0,,0.033947796
within,262,2,0,0,,0.096070684
within,263,2,0,0,,0.8516073
within,264,0,1,1,A_joking_complaint,0.31079468
within,265,0,2,1,A_joking_complaint,0.3060535
within,266,0,0,0,,0.27893558
within,267,0,0,0,,0.070470855
within,268,1,0,0,,0.57919
within,269,1,1,0,,0.0667939
within,270,1,0,0,,0.7428371
within,271,1,1,0,,0.36164954
within,272,0,0,0,,0.06232882
within,273,0,0,0,,0.66477233
within,274,3,0,0,,0.09337774
within,275,0,1,1,A_joking_complaint,0.2545101
within,276,0,0,0,,0.798181
within,277,1,0,0,,0.27483085
within,278,2,0,0,,0.5459649
within,279,1,0,0,,0.8873051
within,280,1,0,0,,0.6067022
within,281,1,1,0,,0.087853335
within,282,3,0,0,,0.044515893
within,283,2,0,0,,0.25731143
within,284,1,0,0,,0.9855172
within,285,0,0,0,,0.61957085
within,286,0,0,0,,0.08576405
within,287,2,1,0,,0.3923763
within,288,2,0,0,,0.05790041
within,289,0,0,0,,0.040850047
within,290,1,0,0,,0.032672953
within,291,1,1,0,,0.7393872
within,292,0,0,0,,0.15678057
within,293,0,1,1,A_joking_complaint,0.24820505
within,294,1,0,0,,0.20468505
within,295,0,0,0,,0.143988
within,296,1,0,0,,0.56502116
within,297,2,0,0,,0.6593295
within,298,0,0,0,,0.28685483
within,299,2,0,0,,0.71641314
within,300,1,0,0,,0.9762132
within,301,1,0,0,,0.028977431
within,302,0,0,0,,0.08811266
within,303,0,0,0,,0.05612603
within,304,1,0,0,,0.06855619
within,305,0,2,1,A_joking_complaint,0.060105376
within,306,0,0,0,,0.2190365
within,307,2,0,0,,0.55472195
within,308,0,0,0,,0.73497814
within,309,0,0,0,,0.6484791
within,310,2,0,0,,0.19171293
within,311,0,1,1,A_joking_complaint,0.093922324
within,312,0,0,0,,0.39538336
within,313,0,0,0,,0.12003672
within,314,3,0,0,,0.10459842
within,315,2,0,0,,0.7040576
within,316,1,0,0,,0.23551127
within,317,0,0,0,,0.101042695
within,318,0,1,1,A_joking_complaint,0.31795692
within,319,2,0,0,,0.19182317
within,320,3,0,0,,0.9791068
within,321,1,3,0,,0.09595297
within,322,1,0,0,,0.72914785
within,323,0,0,0,,0.080712184
within,324,0,0,0,,0.04425655
within,325,1,2,0,,0.10471778
within,326,1,0,0,,0.08437052
within,327,1,0,0,,0.69165516
within,328,2,0,0,,0.94809115
within,329,1,1,0,,0.40263277
within,330,0,1,1,A_joking_complaint,0.26097906
within,331,2,0,0,,0.6707424
within,332,0,0,0,,0.8480572
within,333,1,1,0,,0.048981883
within,334,1,0,0,,0.97766906
within,335,1,1,0,,0.24475937
within,336,0,0,0,,0.90115976
within,337,1,0,0,,0.9926238
within,338,0,1,1,A_joking_complaint,0.39870638
within,339,1,0,0,,0.63475686
within,340,3,0,0,,0.3593804
within,341,1,1,0,,0.4629186
within,342,1,0,0,,0.08509825
within,343,0,0,0,,0.5793458
within,344,1,0,0,,0.487919
within,345,0,0,0,,0.34688935
within,346,1,0,0,,0.41220284
within,347,0,0,0,,0.5481457
within,348,0,2,1,A_joking_complaint,0.46240005
within,349,0,0,0,,0.7713939
within,350,3,0,0,,0.04045175
within,351,1,0,0,,0.09884393
within,352,0,0,0,,0.28214738
within,353,1,1,0,,0.6139241
within,354,1,0,0,,0.9308516
within,355,1,0,0,,0.29874626
within,356,1,0,0,,0.6327034
within,357,0,1,1,A_joking_complaint,0.65507627
within,358,3,0,0,,0.07809141
within,359,2,0,0,,0.5182326
within,360,0,0,0,,0.1350831
within,361,5,0,0,,0.08411475
within,362,1,2,0,,0.9191575
within,363,0,0,0,,0.023132034
within,364,1,0,0,,0.8553815
within,365,1,1,0,,0.4561911
within,366,2,0,0,,0.06030633
within,367,0,0,0,,0.032853395
within,368,1,2,0,,0.09940768
within,369,3,0,0,,0.038325716
within,370,0,1,1,A_joking_complaint,0.041815814
within,371,0,0,0,,0.1648336
within,372,4,0,0,,0.0852019
within,373,0,0,0,,0.2670795
within,374,0,1,1,A_joking_complaint,0.112391956
within,375,0,1,1,A_joking_complaint,0.18902186
within,376,0,0,0,,0.53227603
within,377,0,0,0,,0.12235472
within,378,0,1,1,A_joking_complaint,0.43096706
within,379,1,0,0,,0.17809054
within,380,1,0,0,,0.0601707
within,381,3,0,0,,0.10041743
within,382,0,0,0,,0.107389085
within,383,2,0,0,,0.5252762
within,384,0,0,0,,0.06880822
within,385,0,0,0,,0.19574185
within,386,1,0,0,,0.9027347
within,387,1,0,0,,0.23909661
within,388,0,0,0,,0.67309135
within,389,0,0,0,,0.67140394
within,390,1,0,0,,0.89207304
within,391,1,0,0,,0.19830664
within,392,0,0,0,,0.5829108
within,393,1,0,0,,0.16245861
within,394,1,0,0,,0.9356303
within,395,0,0,0,,0.17493853
within,396,0,0,0,,0.8564704
within,397,3,0,0,,0.46371055
within,398,2,1,0,,0.8929576
within,399,0,1,1,A_joking_complaint,0.1316281
within,400,1,0,0,,0.08431078
within,401,4,0,0,,0.06480497
within,402,1,0,0,,0.041046504
within,403,0,0,0,,0.05833767
within,404,1,0,0,,0.12604363
within,405,1,0,0,,0.06770273
within,406,0,0,0,,0.18792407
within,407,0,0,0,,0.4474893
within,408,0,0,0,,0.2804967
within,409,1,0,0,,0.9566155
within,410,0,0,0,,0.16366526
within,411,0,0,0,,0.56857634
within,412,2,1,0,,0.7973566
within,413,3,0,0,,0.59084743
within,414,0,0,0,,0.14197803
within,415,0,1,1,A_joking_complaint,0.030111177
within,416,2,1,0,,0.06797134
within,417,1,0,0,,0.5906079
within,418,0,1,1,A_joking_complaint,0.9044488
within,419,3,0,0,,0.9635639
within,420,2,0,0,,0.05806409
within,421,1,0,0,,0.9455718
within,422,1,0,0,,0.8944396
within,423,2,0,0,,0.06745053
within,424,0,0,0,,0.059031453
within,425,0,0,0,,0.035045844
within,426,1,0,0,,0.4833158
within,427,1,0,0,,0.84628713
within,428,1,1,0,,0.76883435
within,429,1,1,0,,0.07935342
within,430,1,1,0,,0.09967147
within,431,1,1,0,,0.8249192
within,432,2,0,0,,0.1175401
within,433,0,0,0,,0.04968186
within,434,1,1,0,,0.04921281
within,435,3,1,0,,0.43630472
within,436,0,0,0,,0.150574
within,437,1,1,0,,0.94511575
within,438,2,1,0,,0.9193782
within,439,1,0,0,,0.07388845
within,440,1,2,0,,0.81838644
within,441,1,0,0,,0.5099946
within,442,1,0,0,,0.4379412
within,443,1,0,0,,0.056375027
within,444,0,1,1,A_joking_complaint,0.57914436
within,445,0,0,0,,0.14921093
within,446,0,1,1,A_joking_complaint,0.727412
within,447,0,0,0,,0.10680843
within,448,3,0,0,,0.18126044
within,449,0,0,0,,0.053055562
within,450,0,0,0,,0.7842928
within,451,0,1,1,A_joking_complaint,0.58244103
within,452,1,1,0,,0.43762517
within,453,2,0,0,,0.98322934
within,454,0,0,0,,0.16969144
within,455,0,2,0,,0.7059718
within,456,0,1,0,,0.22764309
within,457,0,1,0,,0.16752347
within,458,1,0,1,B_sarcasm,0.37053508
within,459,0,2,0,,0.16616774
within,460,0,1,0,,0.42680058
within,461,0,1,0,,0.13611583
within,462,0,3,0,,0.7245169
within,463,0,1,0,,0.03712629
within,464,1,0,1,B_sarcasm,0.30475464
within,465,0,1,0,,0.87154865
within,466,0,1,0,,0.06536197
within,467,2,0,1,B_sarcasm,0.33862853
within,468,0,2,0,,0.3113913
within,469,1,0,1,B_sarcasm,0.092791796
within,470,0,1,0,,0.60871875
within,471,0,1,0,,0.029624062
within,472,1,1,0,,0.14569667
within,473,0,0,0,,0.6428592
within,474,0,0,0,,0.20499134
within,475,1,0,1,B_sarcasm,0.12646107
within,476,1,2,0,,0.08762861
within,477,1,1,0,,0.43310863
within,478,1,0,1,B_sarcasm,0.08152154
within,479,1,0,1,B_sarcasm,0.16165869
within,480,0,0,0,,0.92188525
within,481,0,1,0,,0.22262156
within,482,0,0,0,,0.11457256
within,483,0,0,0,,0.06566196
within,484,0,1,0,,0.0522676
within,485,1,0,1,B_sarcasm,0.044511642
within,486,3,0,1,B_sarcasm,0.08333875
within,487,0,0,0,,0.21757427
within,488,0,1,0,,0.23416716
within,489,0,0,0,,0.028926294
within,490,0,1,0,,0.2666267
within,491,1,0,1,B_sarcasm,0.089717954
within,492,1,1,0,,0.08054217
within,493,0,1,0,,0.24392621
within,494,0,1,0,,0.4770166
within,495,0,1,0,,0.19172204
within,496,0,1,0,,0.30121025
within,497,0,0,0,,0.079305045
within,498,1,1,0,,0.09182744
within,499,0,1,0,,0.3994184
within,500,1,1,0,,0.34940717
within,501,0,2,0,,0.056123022
within,502,0,1,0,,0.0712135
within,503,1,1,0,,0.09159443
within,504,1,1,0,,0.71516913
within,505,0,0,0,,0.5771089
within,506,0,0,0,,0.09891042
within,507,0,0,0,,0.13810313
within,508,0,0,0,,0.5030027
within,509,1,2,0,,0.24078216
within,510,0,0,0,,0.04858317
within,511,0,5,0,,0.3970771
within,512,0,0,0,,0.05081629
within,513,1,1,0,,0.3244107
within,514,1,1,0,,0.20909621
within,515,0,0,0,,0.08474343
within,516,0,0,0,,0.8466144
within,517,0,0,0,,0.46165484
within,518,0,0,0,,0.05100199
within,519,0,3,0,,0.073313445
within,520,0,1,0,,0.05335078
within,521,0,1,0,,0.08660593
within,522,1,1,0,,0.087340996
within,523,1,0,1,B_sarcasm,0.5581102
within,524,1,0,1,B_sarcasm,0.58015776
within,525,0,1,0,,0.44882444
within,526,0,0,0,,0.23377138
within,527,0,1,0,,0.16073775
within,528,1,0,1,B_sarcasm,0.059770197
within,529,0,1,0,,0.37595594
within,530,1,1,0,,0.06511944
within,531,2,2,0,,0.47159335
within,532,1,1,0,,0.034036018
within,533,1,1,0,,0.25196746
within,534,1,2,0,,0.06564265
within,535,0,0,0,,0.030685829
within,536,0,0,0,,0.19069234
within,537,0,1,0,,0.88998914
within,538,0,1,0,,0.13467036
within,539,0,0,0,,0.13800378
within,540,0,1,0,,0.30700454
within,541,0,0,0,,0.7076109
within,542,2,1,0,,0.983721
within,543,1,0,1,B_sarcasm,0.811423
within,544,1,0,1,B_sarcasm,0.1404148
within,545,0,1,0,,0.3206895
within,546,1,2,0,,0.07447353
within,547,1,0,1,B_sarcasm,0.4581389
within,548,0,1,0,,0.9686632
within,549,0,1,0,,0.6059044
within,550,1,4,0,,0.56063217
within,551,0,2,0,,0.06524886
within,552,2,0,1,B_sarcasm,0.38522792
within,553,0,0,0,,0.3208728
within,554,2,0,1,B_sarcasm,0.74453515
within,555,0,1,0,,0.7339166
within,556,0,1,0,,0.20539126
within,557,1,0,1,B_sarcasm,0.13451476
within,558,1,1,0,,0.73792875
within,559,0,0,0,,0.3689101
within,560,1,2,0,,0.22267997
within,561,1,1,0,,0.20088685
within,562,1,0,1,B_sarcasm,0.036230594
within,563,0,0,0,,0.35157084
within,564,0,0,0,,0.37584487
within,565,0,1,0,,0.10861746
within,566,1,0,1,B_sarcasm,0.049174357
within,567,0,3,0,,0.22934687
within,568,1,1,0,,0.02898565
within,569,0,2,0,,0.6485115
within,570,3,1,0,,0.04236933
within,571,1,1,0,,0.23427835
within,572,1,2,0,,0.13524704
within,573,0,1,0,,0.085422195
within,574,1,1,0,,0.7905089
within,575,0,0,0,,0.15166757
within,576,0,3,0,,0.05161297
within,577,0,0,0,,0.068689704
within,578,0,0,0,,0.13013408
within,579,1,0,1,B_sarcasm,0.050800394
within,580,0,0,0,,0.022935567
within,581,0,0,0,,0.44284394
within,582,0,2,0,,0.46044233
within,583,1,1,0,,0.19195133
within,584,0,1,0,,0.3965423
within,585,1,2,0,,0.9483174
within,586,0,2,0,,0.704236
within,587,1,1,0,,0.38298973
within,588,0,3,0,,0.800173
within,589,0,1,0,,0.14353669
within,590,0,1,0,,0.21902703
within,591,1,1,0,,0.27062345
within,592,0,0,0,,0.9377928
within,593,1,1,0,,0.69729966
within,594,0,3,0,,0.03207451
within,595,0,1,0,,0.050238386
within,596,1,1,0,,0.027746094
within,597,0,0,0,,0.54893833
within,598,0,0,0,,0.30494177
within,599,0,1,0,,0.12269249
within,600,0,0,0,,0.27398884
within,601,0,1,0,,0.114735045
within,602,0,2,0,,0.37734938
within,603,0,0,0,,0.060477674
within,604,0,0,0,,0.4869042
within,605,0,1,0,,0.13042289
within,606,0,3,0,,0.03915134
within,607,0,0,0,,0.5364431
within,608,0,0,0,,0.09481892
within,609,0,1,0,,0.09002578
within,610,1,1,0,,0.22807993
within,611,1,1,0,,0.09788092
within,612,0,0,0,,0.3810438
within,613,0,1,0,,0.06366217
within,614,0,1,0,,0.04858892
within,615,1,1,0,,0.08447472
within,616,2,3,0,,0.23657367
within,617,0,2,0,,0.041335654
within,618,0,3,0,,0.8179933
within,619,0,2,0,,0.43629262
within,620,0,3,0,,0.5273568
within,621,1,1,0,,0.26099893
within,622,1,1,0,,0.68393326
within,623,0,1,0,,0.32560852
within,624,1,1,0,,0.54703337
within,625,0,1,0,,0.37554494
within,626,0,2,0,,0.9357636
within,627,1,1,0,,0.69779724
within,628,1,1,0,,0.49434498
within,629,2,2,0,,0.029442854
within,630,1,1,0,,0.3967265
within,631,1,0,1,B_sarcasm,0.27545393
within,632,1,0,1,B_sarcasm,0.7175184
within,633,0,0,0,,0.39171943
within,634,1,1,0,,0.093034506
within,635,0,0,0,,0.23116119
within,636,1,1,0,,0.14749485
within,637,1,1,0,,0.19292329
within,638,0,0,0,,0.07217802
within,639,1,0,1,B_sarcasm,0.5676843
within,640,0,1,0,,0.073568344
within,641,0,1,0,,0.37207514
within,642,0,0,0,,0.09656628
within,643,0,1,0,,0.12653331
within,644,4,0,1,B_sarcasm,0.09199949
within,645,0,0,0,,0.23284717
within,646,2,1,0,,0.1517238
within,647,0,0,0,,0.5749651
within,648,0,0,0,,0.086996906
within,649,0,0,0,,0.39447027
within,650,0,1,0,,0.04202197
within,651,0,0,0,,0.1715985
within,652,0,0,0,,0.10146394
within,653,1,1,0,,0.52809787
within,654,0,1,0,,0.43948257
within,655,1,1,0,,0.21966195
within,656,0,2,0,,0.7256895
within,657,0,0,0,,0.09699949
within,658,0,0,0,,0.06958086
within,659,0,1,0,,0.5291569
within,660,1,1,0,,0.7196415
within,661,0,2,0,,0.18087219
within,662,3,1,0,,0.22792545
within,663,2,0,1,B_sarcasm,0.06995539
within,664,0,1,0,,0.21330209
within,665,1,1,0,,0.6475442
within,666,0,0,0,,0.835397
within,667,0,1,0,,0.3814858
within,668,0,1,0,,0.8709956
within,669,0,3,0,,0.22547373
within,670,0,0,0,,0.36955395
within,671,0,2,0,,0.35070062
within,672,2,0,1,B_sarcasm,0.41225132
within,673,1,1,0,,0.16426031
within,674,1,2,0,,0.3876681
within,675,0,0,0,,0.20465918
within,676,0,1,0,,0.093788944
within,677,1,0,1,B_sarcasm,0.058989204
within,678,0,1,0,,0.23607308
within,679,0,3,0,,0.1365709
within,680,0,2,0,,0.019272786
within,681,0,0,0,,0.049791202
within,682,0,1,0,,0.39811063
within,683,0,0,0,,0.118789114
within,684,1,0,1,B_sarcasm,0.737537
within,685,1,3,0,,0.3154759
within,686,0,4,0,,0.1034268
within,687,0,0,0,,0.19805576
within,688,1,1,0,,0.05806882
within,689,0,1,0,,0.9400572
within,690,0,0,0,,0.1246468
within,691,0,0,0,,0.03009847
within,692,2,0,1,B_sarcasm,0.19763657
within,693,0,1,0,,0.100671984
within,694,0,1,0,,0.08599056
within,695,0,2,0,,0.9144044
within,696,1,1,0,,0.13125224
within,697,0,1,0,,0.70284814
within,698,0,2,0,,0.051886667
within,699,0,1,0,,0.08080254
within,700,0,0,0,,0.27376747
within,701,0,3,0,,0.1424912
within,702,0,3,0,,0.124776736
within,703,1,0,1,B_sarcasm,0.030721564
within,704,0,1,0,,0.05265628
within,705,0,1,0,,0.062443215
within,706,0,0,0,,0.041613422
within,707,0,2,0,,0.528733
within,708,1,1,0,,0.049096577
within,709,0,0,0,,0.58622485
within,710,0,3,0,,0.5367485
within,711,0,1,0,,0.047732532
within,712,0,1,0,,0.44037658
within,713,0,0,0,,0.06655157
within,714,0,1,0,,0.61742365
within,715,1,1,0,,0.09681365
within,716,0,0,0,,0.23781686
within,717,0,0,0,,0.21841335
within,718,0,0,0,,0.22563227
within,719,1,0,1,B_sarcasm,0.24028687
within,720,0,1,0,,0.38393518
within,721,1,0,1,B_sarcasm,0.16805916
within,722,0,1,0,,0.27810934
within,723,1,0,1,B_sarcasm,0.3435773
within,724,0,0,0,,0.5289752
within,725,1,0,1,B_sarcasm,0.41825625
within,726,0,1,0,,0.42233765
within,727,1,4,0,,0.3301441
within,728,1,0,1,B_sarcasm,0.3746272
within,729,0,0,0,,0.0926453
within,730,0,1,0,,0.745917
within,731,0,0,0,,0.16201386
within,732,1,0,1,B_sarcasm,0.33904245
within,733,1,1,0,,0.6329373
within,734,0,0,0,,0.26295927
within,735,1,1,0,,0.89639616
within,736,0,2,0,,0.08093547
within,737,0,0,0,,0.45859018
within,738,1,2,0,,0.42565292
within,739,1,0,1,B_sarcasm,0.61884964
within,740,0,0,0,,0.038161557
within,741,0,1,0,,0.07349989
within,742,0,1,0,,0.07237142
within,743,1,1,0,,0.83748484
within,744,0,1,0,,0.39796764
within,745,0,2,0,,0.03288404
within,746,1,0,1,B_sarcasm,0.55490804
within,747,0,1,0,,0.38308457
within,748,0,1,0,,0.033422764
within,749,0,1,0,,0.07932582
within,750,1,3,0,,0.033663683
within,751,1,0,1,B_sarcasm,0.90643144
within,752,0,1,0,,0.36174992
within,753,1,2,0,,0.70693004
within,754,0,0,0,,0.69394165
within,755,0,0,0,,0.074301936
within,756,0,0,0,,0.07373268
within,757,1,2,0,,0.29400393
within,758,0,0,0,,0.41709173
within,759,0,1,0,,0.2157968
within,760,0,2,0,,0.07560854
within,761,0,0,0,,0.6172766
within,762,0,1,0,,0.27582538
within,763,0,1,0,,0.13614
within,764,0,0,0,,0.7702225
within,765,0,2,0,,0.12781642
within,766,1,0,1,B_sarcasm,0.30719742
within,767,0,1,0,,0.62354034
within,768,0,0,0,,0.13252485
within,769,0,1,0,,0.083354644
within,770,1,2,0,,0.057785943
within,771,0,0,0,,0.21007286
within,772,0,0,0,,0.86004436
within,773,0,1,0,,0.7296213
within,774,0,0,0,,0.625623
within,775,0,1,0,,0.44177124
within,776,1,1,0,,0.25983688
within,777,0,2,0,,0.96549946
within,778,1,0,1,B_sarcasm,0.43384328
within,779,0,0,0,,0.041252803
within,780,1,1,0,,0.64593273
within,781,0,1,0,,0.8212894
